unit_shortName,unit_fullName,unit_vocab,unit_class,,,,,,,,,,,,
,mm,  Milimeter,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,,
,dBar,Decibar,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,
,°C,  Degrees Celsius,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,,,
,PSU, Dimentionless,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,,,
,m,   meter,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
,h,   hours,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UHOR,
,g,   Grams,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UGRM,
,%,   Percent,,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPCT,
,um,  Micrometres,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UMIC,,
,umol/kg Micromoles per kilogram,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/KGUM,,,,,,
,cm,  Centimetres,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/ULCM,,
,g/m2,Grams per square metre,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UGMS/,,,,,
,#/m²,Number per square metre,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,,,,,
,phi, phi units,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPHI/,,
,#/l, number per liter,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,,,
,,,Number per cubic metre,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,,,,
,,,Micrograms per litre,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/,,,
,,,Milligrams per square metre,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UMMS/,,,,,
,,,Milligrams per cubic metre,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,,,,,
,m2,  square metre,,,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/,,
